"Data Import Template"
"Table:","Property Setter"
""
""
"Notes:"
"Please do not change the template headings."
"First data column must be blank."
"If you are uploading new records, leave the ""name"" (ID) column blank."
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present."
"Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish."
"For updating, you can update only selective columns."
"You can only upload upto 5000 records in one go. (may be less in some cases)"
""
"DocType:","Property Setter","","","","","","",""
"Column Labels:","ID","DocType or Field","DocType","Property","Set Value","Field Name","Property Type","Default Value"
"","""Purchase Invoice-_idx""","DocType","Purchase Invoice","_idx","[""supplier_section"", ""column_break0"", ""naming_series"", ""supplier"", ""supplier_name"", ""branch"", ""address_display"", ""contact_display"", ""contact_mobile"", ""contact_email"", ""column_break1"", ""posting_date"", ""due_date"", ""bill_no"", ""bill_date"", ""amended_from"", ""company"", ""currency_price_list"", ""currency"", ""conversion_rate"", ""column_break2"", ""buying_price_list"", ""price_list_currency"", ""plc_conversion_rate"", ""ignore_pricing_rule"", ""items"", ""entries"", ""section_break_26"", ""net_total"", ""column_break_28"", ""net_total_import"", ""taxes"", ""taxes_and_charges"", ""other_charges"", ""other_charges_calculation"", ""totals"", ""other_charges_added"", ""other_charges_deducted"", ""grand_total"", ""in_words"", ""column_break8"", ""other_charges_added_import"", ""other_charges_deducted_import"", ""grand_total_import"", ""in_words_import"", ""total_amount_to_pay"", ""total_advance"", ""total_tax"", ""outstanding_amount"", ""write_off_amount"", ""write_off_account"", ""write_off_cost_center"", ""against_expense_account"", ""fold"", ""advances"", ""get_advances_paid"", ""advance_allocation_details"", ""terms_section_break"", ""tc_name"", ""terms"", ""contact_section"", ""supplier_address"", ""col_break23"", ""contact_person"", ""more_info"", ""credit_to"", ""is_opening"", ""aging_date"", ""select_print_heading"", ""mode_of_payment"", ""column_break_63"", ""letter_head"", ""fiscal_year"", ""remarks""]","","Text",""
"","""Material Request Item-invoice_no-previous_field""","DocField","Material Request Item","previous_field","schedule_date","invoice_no","Data",""
"","""Material Request Item-co-previous_field""","DocField","Material Request Item","previous_field","invoice_no","co","Data",""
"","""Purchase Order Item-supplier_part_no-idx""","DocField","Purchase Order Item","idx","3","supplier_part_no","Int",""
"","""Purchase Order Item-item_name-idx""","DocField","Purchase Order Item","idx","4","item_name","Int",""
"","""Purchase Order Item-schedule_date-idx""","DocField","Purchase Order Item","idx","5","schedule_date","Int",""
"","""Purchase Order Item-col_break1-idx""","DocField","Purchase Order Item","idx","6","col_break1","Int",""
"","""Purchase Order Item-description-idx""","DocField","Purchase Order Item","idx","7","description","Int",""
"","""Purchase Order Item-quantity_and_rate-idx""","DocField","Purchase Order Item","idx","8","quantity_and_rate","Int",""
"","""Purchase Order Item-qty-idx""","DocField","Purchase Order Item","idx","9","qty","Int",""
"","""Purchase Order Item-uom-idx""","DocField","Purchase Order Item","idx","10","uom","Int",""
"","""Purchase Order Item-col_break2-idx""","DocField","Purchase Order Item","idx","11","col_break2","Int",""
"","""Purchase Order Item-stock_uom-idx""","DocField","Purchase Order Item","idx","12","stock_uom","Int",""
"","""Purchase Order Item-conversion_factor-idx""","DocField","Purchase Order Item","idx","13","conversion_factor","Int",""
"","""Purchase Order Item-sec_break1-idx""","DocField","Purchase Order Item","idx","14","sec_break1","Int",""
"","""Purchase Order Item-price_list_rate-idx""","DocField","Purchase Order Item","idx","15","price_list_rate","Int",""
"","""Purchase Order Item-discount_percentage-idx""","DocField","Purchase Order Item","idx","16","discount_percentage","Int",""
"","""Purchase Order Item-col_break3-idx""","DocField","Purchase Order Item","idx","17","col_break3","Int",""
"","""Purchase Order Item-base_price_list_rate-idx""","DocField","Purchase Order Item","idx","18","base_price_list_rate","Int",""
"","""Purchase Order Item-sec_break2-idx""","DocField","Purchase Order Item","idx","19","sec_break2","Int",""
"","""Purchase Order Item-rate-idx""","DocField","Purchase Order Item","idx","20","rate","Int",""
"","""Purchase Order Item-amount-idx""","DocField","Purchase Order Item","idx","21","amount","Int",""
"","""Purchase Order Item-col_break4-idx""","DocField","Purchase Order Item","idx","22","col_break4","Int",""
"","""Purchase Order Item-base_rate-idx""","DocField","Purchase Order Item","idx","23","base_rate","Int",""
"","""Purchase Order Item-base_amount-idx""","DocField","Purchase Order Item","idx","24","base_amount","Int",""
"","""Purchase Order Item-pricing_rule-idx""","DocField","Purchase Order Item","idx","25","pricing_rule","Int",""
"","""Purchase Order Item-warehouse_and_reference-idx""","DocField","Purchase Order Item","idx","26","warehouse_and_reference","Int",""
"","""Purchase Order Item-warehouse-idx""","DocField","Purchase Order Item","idx","27","warehouse","Int",""
"","""Purchase Order Item-project_name-idx""","DocField","Purchase Order Item","idx","28","project_name","Int",""
"","""Purchase Order Item-prevdoc_doctype-idx""","DocField","Purchase Order Item","idx","29","prevdoc_doctype","Int",""
"","""Purchase Order Item-prevdoc_docname-idx""","DocField","Purchase Order Item","idx","30","prevdoc_docname","Int",""
"","""Purchase Order Item-prevdoc_detail_docname-idx""","DocField","Purchase Order Item","idx","31","prevdoc_detail_docname","Int",""
"","""Purchase Order Item-supplier_quotation-idx""","DocField","Purchase Order Item","idx","32","supplier_quotation","Int",""
"","""Purchase Order Item-supplier_quotation_item-idx""","DocField","Purchase Order Item","idx","33","supplier_quotation_item","Int",""
"","""Purchase Order Item-col_break5-idx""","DocField","Purchase Order Item","idx","34","col_break5","Int",""
"","""Purchase Order Item-item_group-idx""","DocField","Purchase Order Item","idx","35","item_group","Int",""
"","""Purchase Order Item-brand-idx""","DocField","Purchase Order Item","idx","36","brand","Int",""
"","""Purchase Order Item-stock_qty-idx""","DocField","Purchase Order Item","idx","37","stock_qty","Int",""
"","""Purchase Order Item-received_qty-idx""","DocField","Purchase Order Item","idx","38","received_qty","Int",""
"","""Purchase Order Item-billed_amt-idx""","DocField","Purchase Order Item","idx","39","billed_amt","Int",""
"","""Purchase Order Item-item_tax_rate-idx""","DocField","Purchase Order Item","idx","40","item_tax_rate","Int",""
"","""Purchase Order Item-page_break-idx""","DocField","Purchase Order Item","idx","41","page_break","Int",""
"","""Purchase Order Item-_idx""","DocType","Purchase Order Item","_idx","[""item_code"", ""supplier_item_code"", ""supplier_part_no"", ""item_name"", ""schedule_date"", ""col_break1"", ""description"", ""quantity_and_rate"", ""qty"", ""uom"", ""col_break2"", ""stock_uom"", ""conversion_factor"", ""sec_break1"", ""price_list_rate"", ""discount_percentage"", ""col_break3"", ""base_price_list_rate"", ""sec_break2"", ""rate"", ""amount"", ""col_break4"", ""base_rate"", ""base_amount"", ""pricing_rule"", ""warehouse_and_reference"", ""warehouse"", ""project_name"", ""prevdoc_doctype"", ""prevdoc_docname"", ""prevdoc_detail_docname"", ""supplier_quotation"", ""supplier_quotation_item"", ""col_break5"", ""item_group"", ""brand"", ""stock_qty"", ""received_qty"", ""billed_amt"", ""item_tax_rate"", ""page_break""]","","Text",""
"","""Supplier-naming_series-default""","DocField","Supplier","default","SUPP-","naming_series","Text",""
"","""Supplier-naming_series-options""","DocField","Supplier","options","SUPP-
RAY-.#####","naming_series","Text",""
"","""Item-sort_order""","DocType","Item","sort_order","#","","Data",""
"","""Item-barcode-hidden""","DocField","Item","hidden","1","barcode","Check",""
"","""Item-description_html-hidden""","DocField","Item","hidden","1","description_html","Check",""
"","""Branch-min_advance_payment-previous_field""","DocField","Branch","previous_field","y","min_advance_payment","Data",""
"","""Serial No-finished_trial_no-previous_field""","DocField","Serial No","previous_field","warehouse","finished_trial_no","Data",""
"","""Serial No-process_status-previous_field""","DocField","Serial No","previous_field","process","process_status","Data",""
"","""Serial No-process-previous_field""","DocField","Serial No","previous_field","work_order","process","Data",""
"","""Serial No-work_order-previous_field""","DocField","Serial No","previous_field","finished_trial_no","work_order","Data",""
"","""Serial No-serial_no_detail-previous_field""","DocField","Serial No","previous_field","process_status","serial_no_detail","Data",""
"","""Serial No-quality_check-previous_field""","DocField","Serial No","previous_field","serial_no","quality_check","Data",""
"","""Quality Inspection-pdd-previous_field""","DocField","Quality Inspection","previous_field","qty","pdd","Data",""
"","""Item Quality Inspection Parameter-qi_process-previous_field""","DocField","Item Quality Inspection Parameter","previous_field","value","qi_process","Data",""
"","""Sales Invoice Item-serial_no-idx""","DocField","Sales Invoice Item","idx","27","serial_no","Int",""
"","""Sales Invoice Item-warehouse-idx""","DocField","Sales Invoice Item","idx","28","warehouse","Int",""
"","""Serial No-completed-previous_field""","DocField","Serial No","previous_field","serial_no_detail","completed","Data",""
"","""Event-type_of_event-previous_field""","DocField","Event","previous_field","branch","type_of_event","Data",""
"","""Global Defaults-hardware_configuration-previous_field""","DocField","Global Defaults","previous_field","currency_conversion_rate","hardware_configuration","Data",""
"","""Global Defaults-hardware_validation_required-previous_field""","DocField","Global Defaults","previous_field","hardware_configuration","hardware_validation_required","Data",""
"","""Serial No-barcode_image-previous_field""","DocField","Serial No","previous_field","brand","barcode_image","Data",""
"","""User-allowed_ip_address-previous_field""","DocField","User","previous_field","last_ip","allowed_ip_address","Data",""
"","""Serial No-sales_invoice-previous_field""","DocField","Serial No","previous_field","barcode_image","sales_invoice","Data",""
"","""Global Defaults-choose_code_generator-previous_field""","DocField","Global Defaults","previous_field","hardware_validation_required","choose_code_generator","Data",""
"","""Global Defaults-barcode-previous_field""","DocField","Global Defaults","previous_field","choose_code_generator","barcode","Data",""
"","""Global Defaults-qrcode-previous_field""","DocField","Global Defaults","previous_field","barcode","qrcode","Data",""
"","""Serial No-qrcode-previous_field""","DocField","Serial No","previous_field","barcode_image","qrcode","Data",""
"","""Global Defaults-_choose_code_generator-previous_field""","DocField","Global Defaults","previous_field","hardware_validation_required","_choose_code_generator","Data",""
"","""Item-fabric_color-previous_field""","DocField","Item","previous_field","barcode_image","fabric_color","Data",""
"","""Item-process_details-previous_field""","DocField","Item","previous_field","fabric_costing","process_details","Data",""
